connection_initiator,connection,date_conection,messages_exchanged
517,782,2019-12-25,77087
770,741,2020-05-02,94146
976,692,2021-01-05,57425
849,708,2021-02-02,11251
895,383,2019-07-27,27608
373,892,2019-09-02,24084
69,699,2020-02-01,35190
245,563,2020-03-26,76303
143,138,2020-02-06,42633
320,633,2020-05-18,74017
118,188,2020-12-18,72217
599,643,2019-09-16,81599
302,401,2019-12-12,29036
129,410,2019-04-12,43134
732,888,2019-07-20,67829
531,996,2020-08-07,34819
987,21,2019-10-07,29596
988,330,2020-01-08,74937
285,918,2020-08-06,880
783,149,2019-04-03,1820
27,72,2020-06-29,51878
183,112,2020-09-06,78961
796,431,2019-12-27,7876
694,503,2020-07-24,66489
198,484,2019-07-08,7863
816,926,2019-08-01,71994
148,878,2019-05-13,11401
242,363,2019-12-18,74379
351,289,2019-09-18,38817
372,812,2020-12-11,30125
852,552,2020-09-22,27404
69,902,2020-10-10,39073
843,928,2019-03-02,35731
183,933,2020-09-07,30702
874,416,2020-11-19,75877
398,716,2019-04-10,28224
92,367,2021-01-15,92998
887,286,2019-03-18,43273
756,778,2020-07-29,43787
39,730,2019-10-18,23673
710,685,2020-05-30,34357
257,431,2020-12-27,3248
655,782,2020-03-16,48699
350,258,2019-09-08,49571
138,894,2019-12-20,53377
839,703,2020-02-14,30020
222,503,2019-11-18,65581
488,333,2019-10-28,89599
479,795,2019-02-28,28785
772,862,2020-01-26,96684
667,239,2019-07-17,74894
987,108,2019-08-21,46568
428,117,2020-12-01,99348
608,5,2019-05-10,18200
658,260,2021-02-11,50570
256,616,2020-07-30,17034
605,257,2020-06-07,15855
137,61,2020-12-06,87037
441,596,2020-09-13,84841
478,170,2020-08-31,37435
726,790,2019-07-10,6019
409,964,2019-04-18,85303
438,190,2019-03-16,67076
655,589,2019-06-11,97394
370,213,2020-05-19,39859
29,214,2019-07-31,76932
198,468,2020-05-30,81413
860,722,2019-05-06,88726
252,30,2020-05-05,77813
234,905,2020-08-02,90663
901,673,2019-05-13,20874
498,451,2020-06-05,96276
103,505,2019-09-27,33147
835,777,2019-08-19,39859
941,151,2020-02-05,83893
623,784,2021-01-31,68365
448,554,2020-06-24,13097
445,179,2020-09-06,97762
866,553,2020-01-26,35929
190,363,2020-04-26,59542
992,637,2020-06-07,6550
796,499,2020-04-30,88346
474,505,2020-12-29,77634
5,133,2021-01-01,75033
120,788,2019-11-27,58678
160,820,2021-02-10,17531
807,130,2021-01-21,14660
973,124,2019-09-17,39632
901,119,2019-09-16,37532
627,169,2019-11-24,39945
745,791,2019-11-28,93291
591,66,2020-06-16,31107
857,411,2019-03-13,58359
469,399,2020-01-03,12118
325,693,2020-07-21,87122
294,21,2020-09-22,1703
476,148,2020-12-22,47586
126,898,2020-12-22,54521
371,716,2020-09-09,6675
881,52,2019-11-16,17117
694,883,2020-09-21,20670
128,862,2019-10-22,42333
684,822,2019-02-21,42058
556,657,2020-04-19,86957
750,748,2019-03-08,89518
378,864,2020-05-31,34987
31,832,2019-07-01,92534
899,170,2019-05-10,3581
797,237,2019-10-09,69854
702,216,2019-09-13,95548
40,485,2020-09-24,27326
261,154,2020-10-07,60325
330,526,2019-07-30,97537
36,152,2020-09-07,49400
150,452,2020-06-15,85180
502,837,2020-08-21,99474
438,101,2019-10-11,81400
826,25,2019-07-21,86297
425,833,2020-05-20,18845
83,856,2020-10-13,90410
379,423,2019-08-20,63489
618,608,2020-12-11,12006
66,128,2020-09-17,51577
616,561,2019-04-07,14029
606,151,2020-12-06,84240
915,872,2019-06-11,69493
399,498,2020-06-15,97389
206,767,2019-06-08,17790
909,28,2020-01-06,45396
195,171,2019-05-19,7909
448,929,2019-07-08,10492
173,10,2020-02-09,12872
430,770,2019-11-19,32874
144,70,2020-12-04,84951
144,265,2019-09-05,67678
509,372,2019-12-10,68370
217,550,2020-08-20,87505
32,309,2019-11-08,83002
93,110,2019-10-13,56946
31,367,2020-05-25,76593
322,21,2020-04-05,77621
916,615,2020-10-05,2843
47,982,2019-07-29,77649
956,105,2019-11-13,24142
58,855,2020-09-17,54780
419,844,2020-07-21,57597
659,723,2020-11-04,97426
578,361,2021-02-09,53051
929,225,2020-04-11,27065
963,289,2019-12-29,6790
393,110,2019-08-30,87738
46,703,2019-08-08,94786
159,352,2020-02-06,64734
428,922,2019-04-11,82387
731,9,2020-04-06,82328
393,664,2020-12-13,6469
503,468,2020-05-18,55836
677,465,2019-06-05,31727
892,386,2019-04-16,16236
809,708,2020-05-09,33573
355,229,2020-03-10,97027
791,787,2019-08-29,64235
342,119,2020-03-27,57976
377,139,2019-02-21,21511
366,99,2020-12-13,69334
665,433,2020-04-30,67188
890,747,2020-11-25,48361
954,376,2019-06-01,47117
93,775,2020-08-24,89163
903,655,2019-09-06,86547
40,206,2020-08-30,17104
338,677,2019-02-22,6292
519,820,2020-04-07,3072
400,17,2021-01-22,79955
456,89,2021-02-06,38647
445,123,2019-11-17,18676
504,598,2019-03-02,31251
890,901,2019-04-29,76641
698,745,2020-04-26,36500
413,631,2020-12-07,77095
836,759,2019-05-08,60046
623,790,2019-03-02,70783
260,765,2019-06-12,74998
949,515,2020-03-11,34666
640,220,2019-10-23,95141
307,915,2020-05-30,71672
755,714,2019-12-08,7232
706,691,2019-07-13,2124
526,398,2020-11-12,61943
732,274,2020-05-18,50854
735,432,2019-11-29,55634
781,105,2020-01-12,75736
781,168,2019-09-14,51137
1000,220,2019-03-23,69855
914,790,2020-02-29,41558
501,519,2019-11-04,15076
189,674,2019-11-05,9034
823,411,2020-02-08,40554
244,176,2020-02-28,18121
467,1,2019-10-19,4872
544,148,2019-03-15,86701
329,265,2021-02-09,86838
244,773,2020-09-06,67587
103,821,2019-10-09,27064
163,555,2020-09-24,65676
287,702,2020-11-30,39359
392,367,2020-11-26,84232
556,397,2020-11-22,95040
977,662,2021-01-11,37299
878,894,2020-10-24,83713
792,777,2019-12-20,55563
619,927,2020-09-13,68120
544,76,2020-12-23,36520
68,245,2020-02-07,24157
245,413,2019-10-25,86244
613,897,2019-09-03,79715
601,302,2019-10-30,47884
472,860,2019-09-11,66787
293,646,2020-04-21,23271
100,698,2020-06-28,34779
316,900,2019-05-05,89948
25,918,2020-08-07,73179
355,628,2020-11-03,55728
436,486,2019-07-06,37146
933,73,2019-12-08,23626
555,361,2020-06-12,25659
594,988,2019-12-31,25711
742,314,2020-01-14,70606
880,928,2020-08-21,97602
194,652,2020-03-27,64571
257,273,2020-09-19,25105
407,599,2019-08-08,14941
479,448,2020-12-19,65760
644,254,2020-12-08,61470
12,208,2020-06-16,23773
60,612,2019-08-06,54517
891,311,2019-11-21,81747
826,331,2020-05-29,83418
590,476,2020-04-17,72660
753,218,2019-08-25,45808
420,146,2019-07-22,98505
476,312,2020-01-08,62193
184,442,2019-03-12,63019
690,336,2019-07-22,95142
294,914,2019-09-29,84448
125,886,2020-03-10,43391
340,323,2019-08-03,47779
26,716,2020-07-28,81393
461,610,2020-03-25,20150
25,808,2020-03-23,14414
105,428,2019-07-23,77706
991,443,2019-11-04,73767
613,720,2019-11-05,64966
963,260,2019-12-31,22992
656,108,2020-07-15,55789
155,270,2020-12-18,89712
865,770,2019-02-22,81346
443,686,2019-03-01,11983
785,17,2020-06-30,30725
443,828,2020-06-29,69918
887,578,2020-02-20,99091
525,966,2020-12-03,92571
352,730,2020-08-29,28770
252,917,2019-12-03,89701
978,162,2020-05-14,99357
957,366,2019-05-16,66208
184,238,2020-01-08,27744
628,148,2019-12-19,33081
293,330,2019-11-06,13388
309,584,2021-01-19,8194
476,136,2020-05-29,33426
631,375,2020-08-12,17121
508,597,2020-02-21,61140
571,174,2019-02-28,60603
247,836,2021-01-21,32845
295,661,2019-07-02,43276
800,885,2019-07-01,93293
812,252,2020-11-15,75362
191,804,2019-06-05,64468
931,825,2019-12-07,10911
360,316,2020-04-23,16612
569,978,2020-08-09,1240
491,44,2020-08-03,54585
681,118,2020-05-25,29656
379,280,2019-03-30,8607
32,976,2021-02-12,70477
523,289,2019-12-02,3737
895,21,2019-10-25,90820
299,650,2019-10-04,78352
186,251,2020-11-10,36342
666,877,2019-05-14,53882
130,172,2019-05-04,42036
646,757,2020-05-04,55812
93,886,2019-05-06,72845
45,859,2019-09-15,10913
141,629,2021-01-26,12867
823,771,2019-02-24,91491
230,981,2020-03-28,54819
88,397,2020-06-15,18532
170,586,2020-01-23,17618
198,216,2019-12-27,15868
52,541,2019-05-20,16701
819,495,2020-06-12,2419
168,676,2020-08-08,3486
365,370,2019-04-30,94583
227,723,2019-10-07,84258
841,126,2020-07-21,83051
15,132,2019-11-24,14816
208,109,2020-11-04,53260
696,758,2020-12-19,15536
981,818,2019-05-16,27649
668,126,2020-11-15,63607
685,827,2019-11-27,97440
201,168,2020-01-27,68485
680,629,2020-09-16,33601
491,831,2019-12-21,20980
320,869,2019-07-31,34066
124,331,2020-03-18,94873
381,476,2019-12-30,65886
11,993,2019-06-24,3843
432,960,2019-12-28,979
426,922,2019-06-10,20791
810,600,2020-08-01,99542
939,88,2019-12-18,74999
710,93,2020-11-25,42642
312,172,2020-08-13,13879
902,523,2019-10-03,94543
32,153,2019-09-01,59692
302,293,2020-07-19,80030
93,296,2019-09-07,59723
218,282,2021-01-14,27178
730,923,2020-12-28,89874
177,969,2019-03-25,51182
703,138,2020-08-31,21825
967,113,2019-12-28,69909
654,387,2019-08-30,26362
958,560,2019-04-03,69631
717,191,2020-12-06,75410
695,644,2019-12-08,31578
921,939,2019-07-05,51171
662,115,2020-08-25,60169
318,358,2020-12-17,73469
914,725,2019-12-13,91329
913,38,2019-12-09,42422
902,88,2019-08-12,13877
765,756,2020-11-29,68783
29,847,2019-05-02,80602
747,779,2019-08-02,52954
939,893,2019-03-07,27579
447,459,2021-02-01,7377
448,814,2020-09-15,81224
851,792,2020-08-17,84561
532,442,2019-09-18,56690
734,783,2020-03-01,37810
778,418,2019-07-24,55731
916,59,2020-12-04,76625
260,81,2019-05-14,232
604,94,2020-12-31,49460
515,678,2021-02-14,80403
307,439,2020-05-21,33520
131,879,2019-06-16,76397
557,891,2020-03-13,38348
605,557,2019-10-23,41198
900,973,2019-03-21,4579
83,674,2020-05-08,82179
979,781,2020-07-26,59276
528,931,2019-09-06,61125
729,391,2019-03-22,6453
122,518,2019-05-11,41380
806,907,2019-10-16,7908
435,972,2019-03-09,3903
116,745,2020-10-28,43475
82,456,2019-06-28,60758
964,745,2020-12-27,70871
309,562,2019-07-30,49011
379,807,2019-10-28,88405
603,538,2019-08-17,61611
670,181,2020-07-18,37078
562,613,2019-07-21,23334
397,572,2019-10-25,79585
825,216,2019-04-26,32014
882,543,2019-08-18,2401
334,813,2020-09-09,34705
708,760,2020-07-28,98488
654,979,2021-02-12,89826
939,494,2020-05-19,70783
788,896,2019-02-19,1235
640,250,2019-09-18,92540
53,186,2021-01-31,64682
666,184,2020-07-20,32764
891,447,2020-06-30,55504
130,949,2020-09-12,32238
55,862,2021-01-09,18312
316,766,2020-10-17,74621
605,979,2019-06-01,29786
511,837,2020-09-04,56778
372,590,2019-06-30,73682
211,988,2020-06-18,25035
587,997,2019-12-15,30638
708,255,2021-01-24,20976
464,385,2019-04-15,52222
554,436,2021-02-02,50531
46,252,2020-06-14,26289
19,101,2020-04-24,76052
575,284,2019-12-14,92191
603,986,2019-12-30,8506
642,983,2019-03-25,10391
253,41,2019-08-21,81216
64,72,2019-07-31,7489
408,533,2021-01-07,29087
284,444,2019-07-10,44260
70,882,2020-04-11,21572
573,542,2021-01-15,99411
40,297,2019-11-30,48511
121,531,2019-12-27,59827
530,70,2020-06-24,67856
108,212,2020-11-30,90022
909,540,2019-12-18,66926
515,548,2019-04-15,18126
269,34,2019-09-23,76150
946,251,2020-11-17,97063
893,347,2019-04-09,98578
661,998,2020-07-28,4394
203,673,2020-08-17,25942
259,353,2019-03-03,65574
775,828,2020-04-13,4533
494,148,2020-08-02,14807
276,649,2020-07-30,2207
777,80,2019-12-25,63922
333,237,2021-02-06,50964
170,119,2019-12-02,5541
321,416,2019-09-01,12762
634,511,2019-03-14,29801
635,494,2020-01-23,49486
230,890,2019-05-10,70747
215,115,2020-02-27,97428
841,834,2019-10-13,44111
954,785,2019-02-24,75605
181,366,2019-09-01,57522
276,510,2020-03-22,58587
46,741,2019-04-12,74558
831,939,2020-03-23,29897
443,607,2021-01-04,65992
65,151,2020-01-18,97623
735,174,2021-01-16,56039
265,638,2019-10-05,46616
869,936,2020-01-24,18892
174,174,2019-11-27,82735
772,317,2020-08-20,89726
306,4,2019-04-21,51919
117,837,2020-07-30,39321
240,968,2019-06-08,5906
892,176,2019-04-30,85505
100,718,2019-10-03,29669
209,427,2021-01-01,29873
681,457,2019-03-13,3989
433,1000,2019-11-13,16475
283,318,2020-12-27,14524
651,963,2020-11-08,5793
870,632,2019-10-12,9488
859,42,2020-09-30,41210
609,753,2019-12-16,23120
620,407,2020-06-11,62007
618,235,2020-02-02,41609
462,911,2019-03-07,10919
123,259,2019-09-14,11514
813,515,2019-03-24,49986
9,54,2020-01-27,40345
375,930,2019-09-02,28170
426,914,2019-05-19,37958
657,369,2019-05-05,35161
741,496,2020-12-19,80220
139,551,2020-09-15,57818
487,755,2020-05-18,17627
842,572,2020-04-29,31326
798,89,2020-06-01,25332
649,263,2021-01-22,37712
472,604,2020-09-05,22589
134,344,2020-11-12,6671
808,901,2020-05-14,87904
249,686,2019-07-28,63784
582,630,2020-12-11,33558
684,435,2021-01-27,87673
735,292,2020-06-29,24002
335,544,2020-03-16,96600
647,917,2020-12-31,20681
171,164,2020-06-27,39843
383,599,2020-09-13,66084
816,849,2019-12-13,90135
402,293,2020-08-12,49622
870,317,2020-01-21,48533
171,513,2019-12-16,50297
965,349,2020-04-17,11209
320,316,2019-03-18,11297
88,991,2019-03-04,73923
322,61,2020-12-21,74158
381,885,2021-01-10,14214
331,344,2020-11-12,8164
839,848,2019-06-06,76684
330,941,2020-03-12,70500
186,829,2019-06-19,52010
949,997,2020-10-28,55573
843,85,2021-01-25,10755
222,913,2020-01-30,42293
925,715,2019-06-03,81494
478,490,2019-11-22,30894
370,446,2019-05-10,33291
841,101,2020-01-02,4919
856,595,2019-07-16,66167
81,332,2021-02-15,26750
51,56,2019-10-11,53342
725,803,2019-06-23,3139
588,671,2020-08-28,55695
287,352,2019-08-03,86272
379,216,2019-12-04,28646
216,320,2019-11-11,34519
302,654,2020-09-13,43006
698,201,2020-01-03,73272
359,946,2020-07-06,7913
615,358,2020-08-01,24667
224,975,2020-02-10,85695
25,402,2020-03-23,13129
106,322,2020-11-04,60279
513,984,2019-03-08,19792
315,702,2019-06-19,43310
759,57,2020-02-18,68446
769,532,2021-02-15,47292
454,84,2020-05-26,88913
895,725,2020-04-29,33499
422,253,2019-06-30,31135
116,354,2019-10-17,46325
324,218,2020-12-19,96757
773,353,2020-10-07,19625
62,746,2019-07-04,37703
762,820,2020-09-01,36672
914,253,2020-01-25,73711
226,914,2019-12-08,25925
813,447,2019-06-19,91792
877,668,2021-01-22,41801
599,930,2019-09-18,21662
533,68,2019-08-20,81838
352,257,2020-12-30,34382
592,394,2019-03-01,61939
105,957,2019-02-26,65468
263,206,2021-01-02,50086
219,286,2020-11-20,48759
527,302,2019-12-28,62112
513,199,2019-09-21,86473
889,722,2019-07-20,79651
940,307,2019-11-15,82422
529,789,2021-01-03,97775
65,267,2020-02-17,80031
629,577,2020-01-05,7580
881,95,2020-11-13,72643
330,133,2019-06-19,59004
24,600,2020-01-26,3285
903,1001,2020-04-16,51568
393,808,2020-09-25,78697
918,119,2019-08-25,15892
137,357,2020-05-06,65988
673,100,2020-03-03,5467
776,174,2019-05-03,32535
920,412,2021-02-08,58151
962,765,2019-03-05,52495
331,761,2020-06-07,95604
599,275,2019-12-10,12859
36,2,2019-07-10,55155
289,460,2019-03-08,86913
473,299,2019-06-06,21083
587,61,2020-05-12,16482
70,969,2020-07-07,95207
825,327,2019-08-02,43594
439,913,2019-03-26,73096
15,719,2021-01-19,32576
135,965,2020-04-14,81586
728,105,2019-08-18,3417
41,260,2019-04-06,79827
277,859,2020-02-01,62991
356,792,2020-12-15,24218
604,45,2020-01-12,43195
130,521,2019-03-21,83634
954,731,2020-08-14,97496
112,319,2020-09-17,39178
5,988,2020-03-07,58837
885,520,2019-12-09,80770
280,571,2019-02-20,46978
737,270,2020-06-20,64310
944,921,2020-09-19,71467
75,927,2020-03-27,77354
718,615,2020-09-11,75384
818,905,2021-01-05,70466
928,5,2019-08-07,60311
948,252,2020-07-08,31522
658,485,2020-11-24,13518
681,851,2019-06-21,64673
268,746,2019-07-14,28139
825,980,2019-11-16,55490
386,249,2020-09-05,13033
184,532,2019-04-08,97403
530,646,2020-03-08,53610
190,409,2019-09-09,72407
159,20,2019-11-30,83851
144,388,2019-03-29,27022
23,839,2020-04-28,42778
82,407,2020-10-06,32359
412,632,2019-07-10,80313
386,584,2019-02-19,32078
265,823,2019-10-28,96163
240,370,2020-03-17,67530
453,660,2020-04-06,87031
29,547,2020-03-30,32949
782,807,2019-03-28,29106
619,909,2019-05-17,32067
124,870,2020-05-24,75294
78,955,2020-11-17,56216
111,29,2020-12-13,45782
932,407,2019-04-09,85481
363,55,2019-10-27,74556
931,293,2019-03-05,59620
719,596,2019-04-02,78966
106,572,2020-01-14,64869
9,767,2020-07-10,54832
121,703,2019-11-01,54454
429,742,2019-08-19,33650
770,612,2021-02-11,83748
573,473,2020-10-17,5830
231,132,2020-12-24,58554
863,144,2020-12-08,53005
143,731,2020-07-31,53298
682,14,2019-11-28,19126
570,805,2019-12-20,97453
138,744,2019-02-20,15708
737,267,2020-07-08,95278
316,510,2019-07-21,5146
368,265,2020-01-29,35904
484,157,2019-11-17,98389
426,741,2020-10-02,86795
796,77,2019-06-08,25612
823,416,2020-09-21,843
790,463,2019-11-24,54430
5,333,2020-01-26,57406
831,74,2020-10-31,4850
953,219,2020-02-04,25394
239,167,2019-11-19,86826
497,864,2020-02-23,38211
481,441,2019-06-17,85950
367,968,2020-06-23,65602
401,330,2019-11-02,51139
711,146,2021-02-16,23653
542,91,2020-09-19,23099
673,969,2020-07-22,17
50,119,2020-07-07,39552
922,923,2020-05-15,88860
176,674,2020-07-05,52534
179,807,2020-06-08,73448
532,363,2020-12-09,80200
69,546,2020-08-18,27338
559,971,2020-09-10,17565
586,517,2019-11-22,18039
326,690,2020-03-31,60647
613,272,2020-01-27,58546
138,957,2021-02-13,76255
464,764,2019-07-07,53947
694,837,2020-08-08,49850
658,49,2020-02-10,73368
808,770,2020-07-29,91227
350,967,2020-02-25,45448
526,480,2020-03-31,60830
574,686,2020-12-29,75481
126,462,2019-08-16,37949
701,133,2019-02-27,2012
38,281,2019-03-30,98663
214,486,2021-02-11,63605
188,117,2020-01-13,78447
945,86,2020-12-31,6162
452,438,2019-03-02,62077
441,150,2020-10-15,33769
91,621,2019-05-27,35171
986,851,2020-12-09,87360
852,800,2020-03-11,65648
715,892,2020-08-09,23077
310,355,2020-12-30,542
950,594,2019-08-10,97663
492,413,2019-11-15,37390
340,482,2020-01-28,62565
34,803,2020-12-30,9340
389,937,2019-02-20,20930
814,735,2019-06-20,37950
698,299,2019-11-14,9052
263,617,2020-09-04,74601
356,900,2020-08-10,94748
553,651,2019-11-08,53051
607,829,2019-11-16,65210
165,801,2020-12-13,38035
771,814,2019-10-23,93778
986,52,2021-02-15,6241
128,554,2020-02-26,40130
727,909,2020-02-16,31768
929,215,2020-04-29,72719
82,889,2019-08-10,82357
547,793,2019-02-26,96101
185,200,2019-03-09,2817
227,428,2020-04-22,33627
195,21,2020-11-12,51989
219,724,2020-06-16,64916
600,280,2021-01-04,43893
906,906,2020-12-19,40217
604,278,2020-04-24,25973
758,878,2020-02-23,5416
377,43,2021-02-14,13383
460,952,2019-12-28,59528
231,329,2019-04-14,69043
651,371,2020-10-28,29267
26,809,2019-04-25,56376
620,33,2019-07-18,11530
504,599,2020-07-10,3019
935,320,2020-08-21,96242
300,193,2020-10-30,33382
86,587,2019-09-14,45616
188,981,2021-02-12,97670
359,60,2019-07-18,5905
99,593,2019-10-16,43089
441,250,2021-02-11,80663
117,94,2020-12-17,88446
896,794,2019-04-09,20876
596,620,2020-11-20,42655
501,822,2020-11-24,5496
155,551,2021-01-28,49112
313,922,2021-01-05,92304
115,173,2019-11-25,44720
230,587,2020-07-28,38930
423,712,2019-11-13,92092
462,896,2019-12-04,20046
665,847,2019-12-17,12947
789,636,2020-10-24,31613
793,236,2019-06-03,18643
571,161,2020-06-15,82375
899,851,2019-11-10,90093
260,774,2019-06-06,52829
25,882,2019-04-24,27833
74,544,2020-05-19,23813
344,548,2019-10-16,85624
840,900,2021-01-04,60043
243,186,2019-07-16,58954
587,729,2019-09-02,5776
354,629,2021-01-11,18983
650,166,2019-06-13,49531
599,355,2019-08-16,4251
634,355,2020-10-25,25671
806,390,2019-10-04,70907
559,691,2020-10-29,43370
294,35,2020-07-08,77328
283,413,2019-08-24,36484
104,735,2019-03-27,27629
801,157,2021-01-15,33808
319,503,2019-05-13,93207
661,689,2019-08-13,71442
476,89,2020-06-17,20818
260,152,2021-02-16,91572
881,510,2019-12-24,23811
507,203,2019-02-19,5333
258,742,2020-05-06,87667
239,694,2020-02-15,26086
570,892,2020-05-23,48536
136,73,2020-04-29,96169
808,738,2019-05-15,9890
169,396,2019-08-10,99273
402,745,2021-02-07,10890
334,943,2020-08-04,35419
733,138,2020-06-06,16724
749,6,2019-04-13,9035
389,564,2020-03-29,32432
317,870,2021-01-20,30839
352,18,2020-12-24,75034
175,586,2019-03-05,62518
229,76,2020-10-03,57055
344,247,2020-09-24,12896
868,929,2020-08-21,75132
769,496,2020-08-05,34805
2,87,2020-04-13,38661
425,683,2019-07-19,72014
433,381,2020-10-03,78589
553,750,2020-03-24,18123
575,325,2019-12-08,4041
101,209,2020-10-08,72384
411,368,2020-04-26,65257
433,849,2019-07-20,12035
144,623,2020-01-09,70023
906,392,2019-05-27,35859
946,101,2020-07-30,80570
168,11,2019-12-18,54224
472,72,2019-07-30,44966
62,853,2020-02-19,68670
978,984,2020-04-29,16540
239,820,2020-02-03,54126
672,948,2020-05-08,83040
852,85,2020-07-01,61971
449,534,2021-01-28,91198
826,884,2020-10-30,82507
866,358,2019-03-17,76509
694,38,2019-04-08,54383
790,944,2019-06-11,39819
772,48,2020-04-20,399
756,568,2020-04-08,56241
677,330,2019-12-09,53365
264,881,2020-12-01,38121
822,218,2020-07-23,47030
568,849,2019-10-03,89066
283,867,2019-08-06,37308
975,951,2020-09-07,61461
112,645,2020-05-18,10728
240,670,2020-04-01,15899
380,748,2019-11-24,87537
373,42,2020-02-29,37558
321,231,2021-01-04,97673
953,584,2019-09-23,99204
448,764,2020-01-13,38533
206,840,2019-11-10,32528
936,263,2019-09-18,65600
78,982,2021-02-07,8540
6,548,2020-08-31,69800
409,54,2019-03-18,35708
542,627,2020-01-11,13638
950,119,2020-04-06,73383
597,637,2020-10-12,72903
800,668,2020-11-04,9032
507,64,2019-08-06,19412
789,232,2019-07-19,98196
436,469,2019-05-02,11668
212,416,2020-11-28,64391
869,878,2020-11-27,16190
692,844,2020-03-14,54521
706,936,2020-07-13,51989
805,166,2020-05-22,17560
736,794,2019-12-22,93445
941,881,2020-12-12,77884
906,746,2019-06-29,34509
309,795,2019-06-04,76905
619,169,2020-09-11,61040
343,195,2019-03-15,14105
150,868,2020-01-14,83211
419,594,2019-06-08,58208
257,744,2020-12-06,84510
910,136,2019-04-06,71535
387,977,2021-01-03,21832
91,719,2021-01-16,61865
469,670,2019-09-07,10071
65,295,2020-05-05,45978
472,89,2019-05-22,41328
351,101,2019-11-09,27154
440,120,2019-11-05,7867
818,148,2020-10-28,3834
948,199,2021-02-16,64467
355,841,2019-08-19,60068
255,856,2019-04-22,60918
651,525,2019-02-21,61982
533,168,2020-07-10,22364
150,822,2019-08-01,59378
537,254,2020-09-21,40382
520,671,2020-11-26,96598
736,428,2019-05-31,58307
631,806,2019-10-24,42040
138,168,2020-10-12,27065
323,493,2020-02-16,12422
437,808,2021-01-27,45436
342,959,2019-10-14,79708
418,445,2019-10-05,6562
444,769,2019-07-04,19857
681,822,2020-09-15,47732
434,840,2019-03-21,75196
905,996,2019-06-24,54386
664,120,2019-12-26,17573
306,600,2021-02-01,150
268,273,2021-02-01,77234
697,638,2020-05-13,89792
999,562,2020-08-20,74284
48,818,2020-04-11,13192
172,746,2020-12-29,83595
510,773,2020-11-06,50189
418,75,2019-12-18,22637
705,726,2021-02-14,68859
341,353,2019-06-05,88217
70,47,2019-07-21,97990
300,296,2019-05-02,94563
111,151,2019-12-18,81959
337,759,2020-05-23,31182
788,789,2020-05-22,72909
161,727,2020-07-20,57167
586,853,2020-08-14,81929
600,918,2019-11-10,70764
733,639,2021-01-14,9920
41,70,2020-09-02,17424
789,899,2020-11-11,23509
166,685,2019-05-03,39610
979,564,2019-06-11,61176
231,982,2020-06-28,49108
335,274,2021-01-19,69682
492,955,2020-08-10,45454
373,997,2020-09-09,2009
919,74,2019-05-28,67762
479,455,2019-11-18,16789
351,985,2019-07-24,54557
542,145,2021-02-03,24774
792,99,2020-04-25,82527
626,549,2019-10-13,55459
85,41,2020-07-02,93124
820,875,2020-05-25,32218
193,703,2020-05-03,3230
356,903,2020-08-13,59360
363,653,2020-04-20,66485
51,505,2020-10-14,85024
778,72,2019-11-30,13472
75,59,2020-11-22,66619
985,857,2019-06-22,4775
359,437,2019-03-07,41537
570,670,2019-12-01,57410
451,469,2020-01-27,37733
769,834,2021-02-16,51485
494,480,2021-02-15,21196
944,941,2019-08-27,17387
946,499,2020-10-02,93414
102,789,2019-05-27,75832
49,318,2019-04-26,33734
817,812,2020-05-27,39761
48,855,2020-09-26,38828
736,720,2021-01-17,96581
707,893,2020-04-12,45264
409,778,2019-12-31,1243
554,335,2019-08-14,75061
569,780,2019-07-01,89672
730,397,2020-06-15,62062
423,95,2020-04-08,22773
125,918,2020-11-20,12298
670,975,2019-09-29,85386
115,16,2019-12-27,14104
91,545,2019-04-28,30877
171,395,2020-02-10,80231
124,739,2019-05-04,50956
338,132,2020-06-29,40450
824,172,2019-08-31,14039
218,494,2019-06-29,86156
734,439,2019-11-15,51388
572,272,2019-10-26,50542
3,8,2019-04-25,12752
938,796,2019-10-17,82367
685,4,2019-12-25,38360
747,964,2020-02-16,60384
274,91,2019-08-06,76272
409,414,2020-02-17,9728
703,238,2019-08-17,86235
868,427,2019-03-29,72955
930,787,2019-11-07,52937
590,950,2019-06-15,27510
996,940,2019-04-29,71400
281,984,2020-07-16,9069
673,717,2019-05-12,48816
345,820,2020-09-21,26846
976,303,2020-05-24,16334
224,928,2019-02-18,57769
892,768,2019-08-15,63851
216,83,2019-06-24,36810
655,623,2020-03-17,78368
220,585,2020-11-21,25195
890,488,2019-11-10,97973
104,471,2020-07-15,90391
344,41,2019-04-11,17874
710,89,2019-06-01,35443
453,872,2019-07-27,60873
79,355,2020-12-04,64717
687,824,2019-04-01,84340
667,249,2019-09-16,27610
166,707,2019-09-25,17716
298,743,2021-01-22,20851
874,831,2020-05-30,25241
342,410,2020-02-20,91896
696,966,2019-12-26,40956
557,356,2019-03-12,70107
52,886,2020-04-28,41146
604,429,2019-07-30,58308
163,255,2019-05-13,28401
589,272,2020-01-16,11955
412,438,2020-03-08,2690
809,413,2020-04-26,76167
318,328,2019-08-09,62729
711,613,2019-07-20,17061
141,781,2019-08-31,14345
372,352,2020-01-12,9704
490,586,2019-06-30,5068
303,918,2021-02-17,55578
427,125,2019-03-31,95209
45,177,2020-12-14,55261
206,908,2019-09-24,59716
166,888,2021-01-08,16276
93,784,2021-01-31,31329
569,427,2020-03-11,5231
726,760,2020-08-06,38253
154,149,2019-03-20,1866
923,391,2021-01-08,83248
